           Exposure                          Description                       Date                 Temp
20221218_0000033_03                                   Hg 2022-12-18T23:33:17.647578     8.22555555555555
20221218_0000034_01                                 dark 2022-12-18T23:42:57.564847     8.16333333333333
20221218_0000034_02                                 dark 2022-12-18T23:42:57.564847     8.16333333333333
20221218_0000034_03                                 dark 2022-12-18T23:42:57.564847     8.16333333333333
20221219_0000001_01                              skyflat 2022-12-19T00:21:06.666490                6.985
20221219_0000002_01                              skyflat 2022-12-19T00:22:24.728603     6.98111111111111
20221219_0000003_01                              skyflat 2022-12-19T00:23:48.346208                 6.97
20221219_0000004_01                              skyflat 2022-12-19T00:25:12.632875     6.95555555555555
20221219_0000005_01                              skyflat 2022-12-19T00:26:46.105185     6.93944444444444
20221219_0000006_01                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_02                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_03                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_04                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_05                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_06                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_07                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_08                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_09                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_10                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000006_11                                 bias 2022-12-19T00:27:50.171774     6.91388888888889
20221219_0000007_01                             parallel 2022-12-19T01:14:06.211713     6.79611111111111
20221219_0000008_01                            DEXfl1853 2022-12-19T01:34:24.534269     6.51166666666666
20221219_0000008_02                            DEXfl1853 2022-12-19T01:34:24.534269     6.51166666666666
20221219_0000008_03                            DEXfl1853 2022-12-19T01:34:24.534269     6.51166666666666
20221219_0000009_01                            DEXfl1582 2022-12-19T02:00:25.487247     7.50055555555555
20221219_0000009_02                            DEXfl1582 2022-12-19T02:00:25.487247     7.50055555555555
20221219_0000009_03                            DEXfl1582 2022-12-19T02:00:25.487247     7.50055555555555
20221219_0000010_01                            DEXfl0793 2022-12-19T02:29:42.409882     7.29555555555556
20221219_0000010_02                            DEXfl0793 2022-12-19T02:29:42.409882     7.29555555555556
20221219_0000010_03                            DEXfl0793 2022-12-19T02:29:42.409882     7.29555555555556
20221219_0000011_01                            DEXfl0805 2022-12-19T02:59:07.362551     5.39333333333333
20221219_0000011_02                            DEXfl0805 2022-12-19T02:59:07.362551     5.39333333333333
20221219_0000011_03                            DEXfl0805 2022-12-19T02:59:07.362551     5.39333333333333
20221219_0000012_01                            DEXfl0114 2022-12-19T03:32:25.191076     3.59055555555556
20221219_0000012_02                            DEXfl0114 2022-12-19T03:32:25.191076     3.59055555555556
20221219_0000012_03                            DEXfl0114 2022-12-19T03:32:25.191076     3.59055555555556
20221219_0000013_01                            DEXfl1396 2022-12-19T04:05:29.384827     3.80666666666666
20221219_0000013_02                            DEXfl1396 2022-12-19T04:05:29.384827     3.80666666666666
20221219_0000013_03                            DEXfl1396 2022-12-19T04:05:29.384827     3.80666666666666
20221219_0000015_01                            DEXfl1967 2022-12-19T04:38:06.504332     3.18555555555556
20221219_0000015_02                            DEXfl1967 2022-12-19T04:38:06.504332     3.18555555555556
20221219_0000015_03                            DEXfl1967 2022-12-19T04:38:06.504332     3.18555555555556
20221219_0000016_01                               M33_p4 2022-12-19T05:15:50.667654     3.77166666666667
20221219_0000016_02                               M33_p4 2022-12-19T05:15:50.667654     3.77166666666667
20221219_0000016_03                               M33_p4 2022-12-19T05:15:50.667654     3.77166666666667
20221219_0000017_01                             parallel 2022-12-19T06:22:10.609595     4.64277777777778
20221219_0000018_01    VERFU_22III_LOW_-1104935992_034_E 2022-12-19T07:10:15.315257     4.55888888888889
20221219_0000018_02    VERFU_22III_LOW_-1104935992_034_E 2022-12-19T07:10:15.315257     4.55888888888889
20221219_0000018_03    VERFU_22III_LOW_-1104935992_034_E 2022-12-19T07:10:15.315257     4.55888888888889
20221219_0000019_01     VERFU_22III_LOW_-293932025_034_W 2022-12-19T07:35:17.804990     4.13111111111111
20221219_0000019_02     VERFU_22III_LOW_-293932025_034_W 2022-12-19T07:35:17.804990     4.13111111111111
20221219_0000019_03     VERFU_22III_LOW_-293932025_034_W 2022-12-19T07:35:17.804990     4.13111111111111
20221219_0000020_01                             parallel 2022-12-19T08:09:43.754465                4.005
20221219_0000020_02                             parallel 2022-12-19T08:09:43.754465                4.005
20221219_0000021_01   VERFU_22III_HIGH_-1127859857_034_E 2022-12-19T08:35:25.648041     4.16888888888889
20221219_0000021_02   VERFU_22III_HIGH_-1127859857_034_E 2022-12-19T08:35:25.648041     4.16888888888889
20221219_0000021_03   VERFU_22III_HIGH_-1127859857_034_E 2022-12-19T08:35:25.648041     4.16888888888889
20221219_0000022_01                            DEXsp1989 2022-12-19T09:01:41.982274     4.57777777777777
20221219_0000022_02                            DEXsp1989 2022-12-19T09:01:41.982274     4.57777777777777
20221219_0000022_03                            DEXsp1989 2022-12-19T09:01:41.982274     4.57777777777777
20221219_0000023_01                             parallel 2022-12-19T09:43:35.742342                 4.29
20221219_0000024_01                             parallel 2022-12-19T10:19:21.531078     4.26777777777778
20221219_0000025_01                           HZ21_034_E 2022-12-19T10:26:37.980891     4.13833333333333
20221219_0000025_02                           HZ21_034_E 2022-12-19T10:26:37.980891     4.13833333333333
20221219_0000025_03                           HZ21_034_E 2022-12-19T10:26:37.980891     4.13833333333333
20221219_0000026_01                             parallel 2022-12-19T11:01:54.649598     3.98888888888889
20221219_0000027_01                             parallel 2022-12-19T11:28:01.112840     3.65611111111111
20221219_0000028_01                             parallel 2022-12-19T11:36:54.048890                3.675
20221219_0000029_01                             parallel 2022-12-19T12:15:21.511714     3.55222222222222
20221219_0000030_01                             parallel 2022-12-19T12:30:49.417905     3.40833333333333
20221219_0000031_01                             parallel 2022-12-19T12:44:27.953833     3.34222222222222
20221219_0000032_01                                 bias 2022-12-19T12:45:45.103238                  3.3
20221219_0000033_01                                 Cd-A 2022-12-19T12:51:29.764548     3.35055555555555
20221219_0000034_01                                   Hg 2022-12-19T12:52:50.055742     3.37722222222222
20221219_0000035_01                            ldls_long 2022-12-19T23:45:17.325705                6.715
20221219_0000035_02                            ldls_long 2022-12-19T23:45:17.325705                6.715
20221219_0000035_03                            ldls_long 2022-12-19T23:45:17.325705                6.715
20221219_0000036_01                                 Cd-A 2022-12-19T23:49:27.676715     6.63777777777778
20221219_0000036_02                                 Cd-A 2022-12-19T23:49:27.676715     6.63777777777778
20221219_0000036_03                                 Cd-A 2022-12-19T23:49:27.676715     6.63777777777778
20221219_0000037_01                                   Hg 2022-12-19T23:53:38.231116     6.39888888888889
20221219_0000037_02                                   Hg 2022-12-19T23:53:38.231116     6.39888888888889
20221219_0000037_03                                   Hg 2022-12-19T23:53:38.231116     6.39888888888889
20221220_0000001_01                              skyflat 2022-12-20T00:21:36.803149     5.65388888888889
20221220_0000002_01                              skyflat 2022-12-20T00:22:53.061831     5.64666666666667
20221220_0000003_01                              skyflat 2022-12-20T00:24:14.378720     5.65722222222222
20221220_0000004_01                              skyflat 2022-12-20T00:25:40.820383     5.67333333333333
20221220_0000005_01                              skyflat 2022-12-20T00:27:15.392719     5.65888888888889
20221220_0000006_01                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_02                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_03                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_04                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_05                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_06                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_07                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_08                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_09                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_10                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000006_11                                 bias 2022-12-20T00:28:44.568513     5.65944444444444
20221220_0000007_01                                 dark 2022-12-20T00:44:49.779023     5.63444444444444
20221220_0000007_02                                 dark 2022-12-20T00:44:49.779023     5.63444444444444
20221220_0000007_03                                 dark 2022-12-20T00:44:49.779023     5.63444444444444
20221220_0000008_01                            DEXfl1876 2022-12-20T01:38:09.938085                4.585
20221220_0000008_02                            DEXfl1876 2022-12-20T01:38:09.938085                4.585
20221220_0000008_03                            DEXfl1876 2022-12-20T01:38:09.938085                4.585
